"","StationX","StationY","FUAId","FUAName","NO2AveGround","Dist","Pop2015","CBDX","CBDY","StationBackgrd"
"216",1397430.63732,5475119.30203,3766,"Rimini",19.264666,1461.42646786,289624.407121,1398876.34298,5474905.52068,"Background"
"217",913427.628925,5607195.75469,420,"Asti",23.161505,1473.92742162,77117.7753294,913366.40369,5605723.09943,"Background"
"218",121115.605983,6349732.82375,2159,"Rouen",52.619999,1483.26862554,671639.45266,122436.592842,6350407.41958,"Traffic"
"219",739909.263206,6403821.27129,945,"Trier",29.652837,1500.74199639,177589.992508,738450.761568,6403467.71859,"Traffic"
"220",-296977.024343,5290089.82994,3583,"Vitoria-Gasteiz",21.784861,1506.76695212,238003.435468,-297481.777958,5288670.12207,"Traffic"
"221",2030583.72962,6944822.39409,2186,"Inowrocław",10.549588,1516.64286816,132279.995699,2031904.6474,6945567.63352,"Background"
"222",4594450.38169,4851154.18551,5462,"Erzurum",59.397183,1520.93117446,149410.309107,4593245.90414,4852082.8757,"Background"
"223",-410274.167116,4925661.85614,3147,"Madrid",29.225131,1521.3752946,6131918.9979,-411001.745167,4926997.97476,"Background"
"224",948696.983193,6804818.90791,2818,"Bielefeld",36.883869,1523.72622794,750188.655649,950040.458319,6804100.00861,"Traffic"
"225",687410.212112,6221724.86235,4192,"Nancy",26.525981,1528.74823275,396605.383316,688364.576329,6222919.12367,"Traffic"
"226",416104.771162,6631555.01238,657,"Ghent",41.191304,1539.62674746,899790.149447,414695.415183,6630935.20092,"Traffic"
"227",-298414.15897,5289896.97614,3583,"Vitoria-Gasteiz",21.397727,1540.94297773,238003.435468,-297481.777958,5288670.12207,"Traffic"
"228",-41002.6787378,4790382.11217,4156,"Valencia",23.493602,1541.75971024,1888705.41237,-42010.7954974,4789215.61159,"Background"
"229",659190.053279,5331295.10887,4158,"Toulon",37.320848,1548.22365407,617367.860038,660389.95029,5330316.72058,"Traffic"
"230",1138087.05927,5707069.76892,2312,"Brescia",32.607388,1554.16830284,511887.579757,1137371.63831,5705690.05447,"Traffic"
"231",1847195.91015,6308540.1395,1177,"Brno",39.940474,1557.04543291,638019.381117,1848580.42453,6307827.74185,"Traffic"
"232",414034.429267,6629524.98419,657,"Ghent",22.756521,1557.43815502,899790.149447,414695.415183,6630935.20092,"Traffic"
"233",2776223.49757,8437603.59689,687,"Helsinki",28.20018,1560.01120158,1409994.0356,2777744.5899,8437257.31222,"Traffic"
"234",447845.435909,6317512.95172,3495,"Reims",43.570101,1567.65756695,291747.53174,448811.455409,6318747.60008,"Traffic"
"235",951599.304957,6804313.25868,2818,"Bielefeld",23.467221,1573.36532095,750188.655649,950040.458319,6804100.00861,"Background"
"236",1110860.64953,6173129.96543,4255,"Ulm",26.640587,1578.60973912,292644.784769,1112439.04811,6173155.78463,"Background"
"237",1486584.41374,4597011.74945,4232,"Palermo",42.760055,1591.36332623,954442.567099,1487529.67275,4595731.54531,"Traffic"
"238",1344176.9514,6600775.55689,4763,"Gera",32.161151,1592.80656571,116574.514338,1345055.59607,6599447.01773,"Traffic"
"239",-649326.589797,5367924.30956,2231,"Oviedo",31.001499,1594.80415338,291202.550683,-650627.042968,5367001.15094,"Traffic"
"240",845439.249923,6035119.00918,935,"Basel",46.459291,1597.44468552,495128.994417,844741.277337,6033682.11538,"Traffic"
"241",490939.670904,6661579.93043,1160,"Antwerp",47.960869,1618.49025897,1817176.41497,489706.363529,6660531.85427,"Traffic"
"242",1262582.32499,5860705.60483,3002,"Bolzano - Bozen",29.733903,1634.45835927,154840.903025,1264216.49452,5860736.33064,"Background"
"243",1188148.54747,7144108.68301,4221,"Lübeck",26.292531,1639.82380639,329526.717566,1189502.1926,7145034.24607,"Traffic"
"244",2333833.16199,5160618.44449,285,"Tetovo",27.935589,1643.74567683,109686.942703,2334762.67916,5161974.13534,"Traffic"
"245",1620132.73706,7063341.02737,140,"Szczecin",24.873759,1644.20901408,486245.297774,1618939.19903,7064471.90767,"Traffic"
"246",1284595.97694,5710205.50718,3259,"Vicenza",31.696034,1653.26491822,306586.500863,1284958.6558,5708592.5134,"Background"
"247",-185442.686933,6124942.72651,824,"Rennes",21.027784,1655.42298151,569011.483489,-187032.897807,6125402.78588,"Traffic"
"248",-438353.890846,4720797.83758,3044,"Ciudad Real",12.774737,1657.21378529,89783.6666465,-437305.261648,4719514.58611,"Background"
"249",415969.793397,6629871.19981,657,"Ghent",32.486956,1660.16209883,899790.149447,414695.415183,6630935.20092,"Traffic"
"250",1226668.76483,6618618.54449,4388,"Erfurt",33.475896,1671.46292819,239680.631531,1227780.76513,6617370.6488,"Traffic"
"251",1114118.08047,6173170.70643,4255,"Ulm",27.258277,1679.09866477,292644.784769,1112439.04811,6173155.78463,"Background"
"252",1644157.70956,4965826.72905,4498,"Salerno",33.158766,1700.74100049,379125.534845,1642646.53012,4965046.43638,"Traffic"
"253",3042134.36898,5496718.90194,2599,"Călărași",18.192487,1703.43871921,451698.635173,3042639.21155,5495091.99154,"Background"
"254",414349.401848,6629266.7028,657,"Ghent",32.604347,1703.99859285,899790.149447,414695.415183,6630935.20092,"Traffic"
"255",-233133.96054,7792349.9351,3949,"Aberdeen",20.343776,1706.22730361,327687.306892,-233451.797363,7790673.57256,"Background"
"256",846055.737263,6507207.19504,1846,"Koblenz",23.932842,1718.76273415,456236.586197,845831.978668,6508911.33043,"Background"
"257",1399904.93564,5473526.90807,3766,"Rimini",38.873766,1720.05104246,289624.407121,1398876.34298,5474905.52068,"Traffic"
"258",1212087.80397,6169733.88963,4520,"Augsburg",25.796652,1734.23646851,547174.873279,1213232.44048,6168431.05296,"Background"
"259",1453121.3419,6073231.92595,199,"Salzburg",40.162588,1736.30234882,261062.845268,1451977.09514,6074537.8529,"Traffic"
"260",-621966.732479,5251872.73616,2571,"León",25.96463,1745.81889785,178772.209956,-620512.653324,5250906.53875,"Traffic"
"261",2853941.08875,5225965.91939,661,"Stara Zagora",15.905984,1759.48852864,102815.772313,2852635.242,5224786.69755,"Traffic"
"262",4422909.27277,5013017.2362,5228,"Trabzon",29.575135,1762.47673054,421041.7654,4421162.67048,5013253.25456,"Background"
"263",2487818.07402,7137734.43416,3513,"Elk",11.724485,1765.73390245,67160.94704,2488952.41956,7136381.26144,"Background"
"264",545465.516019,6865127.14557,1427,"Amsterdam",33.779643,1767.210669,1929349.97444,545463.536202,6866894.35513,"Traffic"
"265",1134750.81413,7590285.31281,229,"Aarhus",12.243817,1771.75027285,466716.257195,1135807.24363,7588862.97117,"Background"
"266",413152.199843,6631819.12395,657,"Ghent",34.652173,1778.43569144,899790.149447,414695.415183,6630935.20092,"Traffic"
"267",1531316.14737,5723214.37555,4164,"Triest",27.656947,1780.99219271,221523.587049,1532693.35693,5724343.63505,"Background"
"268",-1810425.6142,3306834.96634,395,"Santa Cruz de Tenerife",25.926889,1793.5079086,464579.093557,-1809459.87916,3308346.26593,"Industrial"
"269",1261063.92714,5543103.50339,3157,"Bologna",49.244902,1803.03324451,648242.229402,1262620.31271,5542193.23264,"Traffic"
"270",1997473.52819,4960974.79121,5051,"Brindisi",10.958562,1808.72265598,82017.1499529,1997712.86556,4959181.97352,"Background"
"271",1822662.25462,6141553.70226,790,"Vienna",22.490617,1812.82947402,2381082.92866,1820903.27699,6141992.27768,"Background"
"272",412888.317121,6630775.58565,657,"Ghent",23.369565,1814.13352323,899790.149447,414695.415183,6630935.20092,"Traffic"
"273",949600.897458,6003927.2776,1479,"Zurich",25.37591,1826.35631057,2051343.04265,950818.733098,6002566.22884,"Background"
"274",486256.144057,6594058.84756,1269,"Brussels",56.150419,1831.58381784,2269665.21302,484429.520186,6594193.54914,"Traffic"
"275",78466.1034339,6006728.94991,2085,"Tours",31.12313,1845.80077272,445493.457681,76745.7572961,6006060.07798,"Traffic"
"276",659477.146246,5331949.46574,4158,"Toulon",21.452397,1870.57958404,617367.860038,660389.95029,5330316.72058,"Background"
"277",-530141.263784,4564266.29557,2700,"Córdoba",17.905798,1874.43184135,286536.558963,-531690.88608,4563211.70301,"Background"
"278",-183831.893901,5282674.64719,3872,"Pamplona",21.186832,1882.52784977,336603.49343,-183024.933541,5284375.44879,"Background"
"279",1849716.63348,6309329.75982,1177,"Brno",23.517033,1883.35571793,638019.381117,1848580.42453,6307827.74185,"Background"
"280",1610312.56985,6272212.51538,678,"České Budějovice",14.866927,1897.89025929,156917.200191,1611143.93568,6270506.40334,"Background"
"281",954688.198187,4971781.19865,1508,"Sassari",11.340292,1898.27847112,142974.325009,952821.924128,4972128.30424,"Background"
"282",1377547.52911,5327882.21483,3725,"Perugia",24.060491,1903.01964367,154803.768755,1379096.99218,5328987.04421,"Traffic"
"283",259961.957821,6250528.48081,2702,"Paris",46.4775,1907.57647847,11709852.5595,261869.467193,6250544.48134,"Traffic"
"284",2997493.29172,5869875.20827,2261,"Bacău",17.23115,1908.39471085,174932.208839,2995863.33201,5870867.78155,"Industrial"
"285",-1018109.47244,4681682.6321,310,"Lisbon",60.689416,1910.2532434,2559898.92507,-1017305.48708,4679949.80926,"Traffic"
"286",-171153.717095,5978467.65841,954,"Nantes",13.11917,1912.42350241,895937.404402,-172964.216558,5977851.65894,"Background"
"287",1139014.35063,5706716.9361,2312,"Brescia",57.458418,1937.26344319,511887.579757,1137371.63831,5705690.05447,"Traffic"
"288",1085855.39759,6867298.30544,3667,"Hanover",44.565849,1953.31863134,1111169.52129,1083964.98543,6866806.57834,"Traffic"
"289",636817.062019,5650012.42455,3984,"Grenoble",43.454676,1959.31856547,610376.653928,638546.747163,5650932.81498,"Traffic"
"290",1262359.57469,5860107.11513,3002,"Bolzano - Bozen",38.05549,1960.62832099,154840.903025,1264216.49452,5860736.33064,"Traffic"
"291",1819578.52537,6143452.65023,790,"Vienna",23.003621,1971.71368091,2381082.92866,1820903.27699,6141992.27768,"Background"
"292",640432.162483,5650345.65958,3984,"Grenoble",23.569231,1974.72590317,610376.653928,638546.747163,5650932.81498,"Background"
"293",1918933.54747,6377540.25739,1286,"Olomouc",21.654049,1975.63526058,244257.505262,1920389.57232,6376204.91986,"Background"
"294",2375003.60699,5809424.29539,315,"Arad",22.495134,1978.66828375,174455.729984,2373246.05617,5808515.37114,"Traffic"
"295",982413.764523,6997561.72211,2877,"Bremen",37.693453,1980.64909541,868843.166386,980494.52178,6997072.35708,"Traffic"
"296",-40014.9041606,6306971.3599,1680,"Caen",39.85,1989.82084809,382830.774332,-41502.3526794,6305649.66254,"Traffic"
"297",-165875.16948,6874182.68215,4328,"Coventry",29.441068,1994.4920754,583972.032507,-167867.135437,6874082.33144,"Traffic"
"298",669633.379988,5982549.95809,4054,"Besançon",17.20352,1996.13521546,224946.723854,670341.625852,5980683.69348,"Background"
"299",-135907.072003,7278720.18054,4740,"Middlesbrough",14.419004,2001.49024719,639462.048533,-137425.024418,7280024.70485,"Industrial"
"300",-41837.5749187,4787217.76512,4156,"Valencia",35.732136,2005.34183784,1888705.41237,-42010.7954974,4789215.61159,"Traffic"
"301",1964759.62416,6053139.40281,412,"Győr",24.211954,2009.07017333,183742.301577,1963146.64872,6054337.18125,"Background"
"302",2078706.47757,5549478.81117,928,"Tuzla",23.142812,2014.59904591,105490.297624,2080314.15358,5548264.73244,"Traffic"
"303",1234359.93977,6350864.49269,4454,"Nuremberg",34.569514,2018.99654317,1230838.86017,1233120.00879,6352457.89101,"Traffic"
"304",776775.161611,6610381.65582,1064,"Cologne",48.172237,2023.99839298,3178671.81558,774751.490261,6610418.03936,"Traffic"
"305",2243427.59789,5823177.72563,1080,"Szeged",16.110748,2026.71789056,207262.517141,2242867.47214,5821229.94624,"Background"
"306",2191621.62194,6901339.62316,2960,"Płock",15.668138,2031.03009378,181348.430831,2191277.33473,6899337.98644,"Background"
"307",482470.214683,6594752.18654,1269,"Brussels",35.12456,2037.388966,2269665.21302,484429.520186,6594193.54914,"Background"
"308",2071968.30879,6986259.28907,2465,"Toruń",20.311873,2039.63835299,321652.040324,2073061.46999,6987981.24238,"Traffic"
"309",1801206.46793,6657547.96961,1116,"Legnica",21.317764,2049.18530237,127420.734217,1799190.13844,6657913.44983,"Background"
"310",2117237.60424,6489126.59825,2663,"Katowice",55.179229,2049.29783633,2912555.18753,2117322.71013,6491174.12813,"Traffic"
"311",1331442.00165,7904112.96592,165,"Gothenburg",34.144083,2050.81966803,876233.739358,1332140.20991,7906041.27257,"Traffic"
"312",412945.628352,6629860.77998,657,"Ghent",36.799999,2053.32274868,899790.149447,414695.415183,6630935.20092,"Traffic"
"313",1845121.45045,6055757.45483,77,"Sopron",15.243066,2061.59157362,72235.9064211,1846978.48212,6054862.13746,"Background"
"314",871867.832871,6107106.21513,2435,"Freiburg im Breisgau",19.14848,2083.06424976,435190.882602,873772.279811,6106262.27288,"Background"
"315",2027252.82781,5793223.17181,700,"Pécs",19.530202,2083.47372235,205822.818077,2029209.6494,5792507.83132,"Background"
"316",1294942.78965,6821989.93236,4553,"Magdeburg",30.45641,2093.79225074,338257.892435,1295721.01292,6823933.72621,"Traffic"
"317",-628520.976968,5394192.06235,2439,"Gijón",19.032439,2108.16023421,266977.283552,-630310.681343,5395306.19781,"Traffic"
"318",-936289.646707,4896060.54603,1118,"Coimbra",14.372403,2116.5963122,127579.953693,-938312.268518,4896684.22941,"Background"
"319",2440928.43878,5953297.7147,469,"Oradea",25.976331,2117.6886483,221879.602258,2440971.84175,5951180.47088,"Background"
"320",2512384.39321,6667312.99941,3644,"Lublin",21.645149,2131.38255975,554951.89621,2511993.05136,6665217.85188,"Background"
"321",491845.751553,6660607.97521,1160,"Antwerp",55.813043,2140.74181412,1817176.41497,489706.363529,6660531.85427,"Traffic"
"322",344011.735593,6555761.93789,3200,"Lille",28.825025,2142.15068488,1205007.57709,341914.699701,6556199.25931,"Background"
"323",496670.498529,6786926.75625,296,"Rotterdam [The Hague]",38.936359,2155.09358221,3494348.38435,498695.766719,6786190.06289,"Traffic"
"324",412541.573874,6631024.02295,657,"Ghent",29.156521,2155.67199206,899790.149447,414695.415183,6630935.20092,"Traffic"
"325",-127429.89463,4578523.3163,3909,"Murcia",36.811497,2161.87437344,703215.671342,-125816.220482,4577084.65145,"Traffic"
"326",1264032.81796,5540545.83052,3157,"Bologna",22.066894,2170.04719448,648242.229402,1262620.31271,5542193.23264,"Background"
"327",-66628.0548245,5595399.24575,1397,"Bordeaux",39.894268,2190.13618297,1045640.52873,-64531.6414538,5596033.08128,"Traffic"
"328",1107367.77787,6410077.35613,4153,"Würzburg",33.45389,2191.45429488,278900.135554,1105231.11229,6410564.31827,"Traffic"
"329",-287646.781223,6702706.28794,3099,"Bristol",44.289902,2194.04978635,1213639.1467,-289618.695063,6701744.30547,"Traffic"
"330",415895.455889,6629090.63856,657,"Ghent",28.086956,2200.56992527,899790.149447,414695.415183,6630935.20092,"Traffic"
"331",1150672.8409,5588259.7036,2449,"Parma",35.556705,2205.10786133,242033.439643,1149717.71939,5590247.22557,"Traffic"
"332",2898391.45457,5534921.94139,2114,"Bucharest",27.731714,2207.75757782,2230363.0964,2900521.91097,5534342.84809,"Background"
"333",4594193.23367,4854086.67572,5462,"Erzurum",34.123963,2216.44935845,149410.309107,4593245.90414,4852082.8757,"Background"
"334",438566.992588,6527232.12099,923,"Mons",26.270202,2218.40112473,327851.527559,439911.250061,6525467.39002,"Background"
"335",-79871.7346442,4616102.34068,4052,"Elx / Elche",17.008226,2230.79048104,264543.703427,-77823.4562064,4616986.07232,"Traffic"
"336",2003273.05102,7007838.26024,1961,"Bydgoszcz",24.55728,2233.45708474,493839.823726,2003640.15318,7005635.17909,"Background"
"337",39917.2769671,5874907.30843,2010,"Poitiers",10.760146,2233.6872388,235760.435474,37974.6152055,5873804.84575,"Background"
"338",-668538.107518,4491541.67061,2008,"Seville",23.84248,2244.36495734,1256010.62941,-667318.274237,4493425.59758,"Background"
"339",1266221.4816,5986240.89321,8,"Innsbruck",17.854159,2247.0890107,244610.309811,1268359.75632,5985550.10363,"Background"
"340",491046.376961,6658718.74703,1160,"Antwerp",40.647826,2254.54959175,1817176.41497,489706.363529,6660531.85427,"Traffic"
"341",1356613.89887,5532011.92993,3635,"Ravenna",29.730704,2255.2438314,119043.256729,1358084.42894,5530302.05682,"Traffic"
"342",-1508110.15236,3372717.70336,821,"Arrecife",10.186709,2257.6243428,83252.1574051,-1508022.87818,3370461.76655,"Industrial"
"343",-52536.6147435,4630328.44021,4122,"Alacant / Alicante",21.510279,2273.87446317,519491.258656,-53581.2055093,4628308.70379,"Traffic"
"344",-936107.861979,5370420.61049,1069,"A Coruña",14.072835,2278.98474613,385120.586565,-934616.180674,5368697.63099,"Background"
"345",683233.393498,6376892.16707,103,"Luxembourg",30.636236,2301.59369975,442453.213112,682442.55156,6379053.62551,"Background"
"346",-298375.531106,7125886.25019,3201,"Preston",21.125615,2314.0607117,385143.111648,-300424.588562,7124810.96394,"Background"
"347",1225677.24213,6616400.85559,4388,"Erfurt",32.26867,2316.31342475,239680.631531,1227780.76513,6617370.6488,"Traffic"
"348",1095693.03495,5483686.7274,2168,"La Spezia",23.724306,2329.16691277,162878.831962,1094065.76639,5482020.28942,"Background"
"349",1865667.02095,7011610.44972,1226,"Piła",15.315717,2332.76345493,91178.2795154,1863808.87614,7010200.10111,"Background"
"350",2577699.54596,7006466.42399,3601,"Białystok",14.043935,2332.97287792,387419.858604,2579573.83884,7007855.59232,"Background"
"351",487591.267666,6659545.83969,1160,"Antwerp",28.665217,2333.63563172,1817176.41497,489706.363529,6660531.85427,"Traffic"
"352",1214087.10202,5566683.87272,2832,"Modena",26.689928,2334.90225517,300393.368864,1216301.36915,5565943.06936,"Background"
"353",992073.068058,5529717.46889,1309,"Genoa",54.687636,2335.09888142,723323.349156,994374.024443,5529319.61653,"Traffic"
"354",2009210.61002,8249239.69565,1445,"Stockholm",29.192023,2336.65503122,2011040.46665,2009800.56587,8251500.64873,"Traffic"
"355",-172860.02225,5975500.58766,954,"Nantes",31.630707,2353.37897872,895937.404402,-172964.216558,5977851.65894,"Traffic"
"356",-421932.039564,5383445.953,3249,"Santander",13.766326,2355.27931073,287547.777817,-424124.840203,5382586.32169,"Background"
"357",964340.377275,6464350.93227,3093,"Frankfurt am Main",43.680397,2356.79023732,3025700.46852,966436.653291,6465428.00566,"Traffic"
"358",-39363.7964589,6304654.90505,1680,"Caen",25.197556,2358.59389725,382830.774332,-41502.3526794,6305649.66254,"Traffic"
"359",-918630.701924,5387100.25749,1183,"Ferrol",7.301683,2371.21580414,137946.266809,-916508.952997,5386041.5574,"Industrial"
"360",-413242.687242,4927773.83472,3147,"Madrid",42.92665,2371.45104546,6131918.9979,-411001.745167,4926997.97476,"Traffic"
"361",2450206.00107,6450475.18723,3558,"Rzeszów",18.080033,2386.37818174,387886.533923,2449479.13581,6452748.17375,"Background"
"362",-944698.387083,6782085.97799,259,"Cork",10.798353,2391.56955755,323599.807884,-942368.359831,6781546.92516,"Background"
"363",1528439.42909,6627682.76584,4996,"Dresden",19.255596,2398.25402351,869883.979987,1529566.6876,6629799.58199,"Background"
"364",1450585.73128,6076500.81326,199,"Salzburg",20.97145,2406.05626822,261062.845268,1451977.09514,6074537.8529,"Background"
"365",1490712.25178,6892944.08219,4946,"Berlin",58.537738,2406.10831141,4290482.74447,1492640.76454,6894382.89967,"Traffic"
"366",-653044.66079,5366668.75533,2231,"Oviedo",26.757944,2440.36119761,291202.550683,-650627.042968,5367001.15094,"Traffic"
"367",1149899.17044,5396790.68002,2581,"Livorno",39.060747,2441.39852192,163628.650931,1147485.76422,5396422.0377,"Traffic"
"368",-206174.828898,4718706.90878,3757,"Albacete",13.538145,2446.79779251,145478.47142,-206578.91865,4721120.10809,"Background"
"369",-700075.921135,7046448.8351,415,"Dublin",28.747508,2451.66366231,1596285.053,-697658.722259,7046858.47434,"Traffic"
"370",-541346.683728,4371163.91793,2637,"Marbella",27.44104,2452.61639896,202670.225798,-543797.938472,4371082.20269,"Traffic"
"371",1333753.77351,6709281.39309,4708,"Halle (Saale)",39.763069,2457.19984259,324196.242291,1332663.34072,6707079.39686,"Traffic"
"372",-680968.04186,4395783.13113,1931,"Jerez",14.088085,2465.44946177,257039.535064,-683296.155029,4394971.75568,"Background"
"373",-532060.411806,4565695.33316,2700,"Córdoba",13.076585,2510.96953071,286536.558963,-531690.88608,4563211.70301,"Background"
"374",-935733.049253,5093766.81577,1228,"Braga",49.905073,2515.11289044,255656.206874,-938240.856339,5093958.379,"Traffic"
"375",2010185.88008,8249003.87818,1445,"Stockholm",11.445146,2526.32741737,2011040.46665,2009800.56587,8251500.64873,"Background"
"376",2276504.06951,5589893.61255,758,"Belgrade",43.937974,2529.98441164,1416301.71285,2277915.15538,5591993.53107,"Traffic"
"377",1448043.7136,7478030.80113,481,"Malmö",23.98644,2535.35077307,444899.077491,1447306.96258,7480456.74455,"Traffic"
"378",3109816.84202,5345102.77353,927,"Varna",14.028729,2536.52785812,359125.857425,3107731.33639,5343658.94534,"Background"
"379",-1811372.49779,3306671.122,395,"Santa Cruz de Tenerife",11.927262,2542.48248962,464579.093557,-1809459.87916,3308346.26593,"Industrial"
"380",755028.676446,6659087.29284,815,"Dusseldorf",52.801692,2543.64845885,1003149.10566,753797.469321,6661313.11325,"Traffic"
"381",755028.676446,6659087.29284,815,"Dusseldorf",51.126609,2543.64845885,1003149.10566,753797.469321,6661313.11325,"Traffic"
"382",1584601.78198,5229591.52368,4299,"Pescara",12.519977,2545.69062214,402707.437457,1582365.35785,5228375.40368,"Background"
"383",737191.06388,5866631.25008,215,"Lausanne",17.378336,2549.79629051,430839.047806,738352.125807,5864361.14076,"Background"
"384",2641950.76156,4579349.29052,959,"Athens",70.948047,2557.55011614,3747423.8788,2641319.33411,4576870.91162,"Traffic"
"385",-524871.39909,5111136.37728,2881,"Valladolid",18.049288,2579.73781441,384061.604943,-526391.451265,5109052.0336,"Industrial"
"386",1237780.34244,5278334.51296,3208,"Grosseto",16.387725,2580.22046827,69811.2073335,1237318.36659,5275795.98662,"Background"
"387",1615546.37404,5790851.86116,164,"Ljubljana",26.219078,2582.15640434,415219.556225,1614910.9919,5788349.09844,"Background"
"388",951936.380375,4969701.49469,1508,"Sassari",30.054301,2583.32969836,142974.325009,952821.924128,4972128.30424,"Traffic"
"389",1333502.4141,6709536.90475,4708,"Halle (Saale)",18.118546,2596.80364418,324196.242291,1332663.34072,6707079.39686,"Background"
"390",-327908.258055,5351451.76118,3539,"Bilbao",39.071949,2605.88304477,973998.62326,-325433.634152,5352268.37797,"Traffic"
"391",666453.427414,6603679.85987,2901,"Heerlen",16.305431,2606.61420716,278377.733594,665417.175966,6601288.07799,"Background"
"392",830723.926435,5936053.13163,805,"Bern",18.238003,2612.48851254,431996.126861,829582.901304,5933702.99166,"Background"
"393",2407222.09477,6026269.32591,1404,"Debrecen",21.427577,2636.11342278,322962.69586,2407337.63785,6028902.90594,"Background"
"394",1023138.55308,6238982.58441,3580,"Stuttgart",70.801516,2637.27865139,2234166.17672,1021685.97874,6236781.38781,"Traffic"
"395",-631571.131016,5392979.0095,2439,"Gijón",29.080615,2646.60892622,266977.283552,-630310.681343,5395306.19781,"Traffic"
"396",2642244.92443,8741249.15516,397,"Tampere",14.871723,2649.18047829,341850.194852,2644889.07395,8741085.96655,"Traffic"
"397",-287703.220204,6703576.57538,3099,"Bristol",23.836107,2650.70876532,1213639.1467,-289618.695063,6701744.30547,"Background"
"398",-1811905.05024,3307320.43344,395,"Santa Cruz de Tenerife",16.886441,2651.63985262,464579.093557,-1809459.87916,3308346.26593,"Industrial"
"399",1438124.25641,5448949.56693,3990,"Pesaro",18.673825,2652.11641256,123024.501024,1437497.52829,5451526.56777,"Background"
"400",570544.22769,6819334.47086,1793,"Utrecht",24.811036,2659.4052971,870519.641837,569925.030883,6816748.15459,"Traffic"
"401",415775.123246,6628494.36848,657,"Ghent",33.983718,2668.97592748,899790.149447,414695.415183,6630935.20092,"Traffic"
"402",-125491.686486,6912982.75751,4925,"Leicester",23.244959,2676.41744392,691528.573542,-125767.275408,6915644.94854,"Background"
"403",-95950.7218944,5107535.49275,3982,"Zaragoza",25.864899,2681.57402868,718930.510597,-97676.1690019,5109588.21571,"Traffic"
"404",1187209.12229,7146429.49838,4221,"Lübeck",31.502511,2684.19456358,329526.717566,1189502.1926,7145034.24607,"Traffic"
"405",433991.391321,5405281.81905,3541,"Montpellier",27.477527,2690.15326821,649423.035913,431319.011179,5405590.54058,"Traffic"
"406",1137623.30227,5703009.53723,2312,"Brescia",28.462177,2692.30522465,511887.579757,1137371.63831,5705690.05447,"Background"
"407",-969715.216249,5194352.3228,952,"Vigo",28.684934,2713.18731506,469774.848643,-971448.529082,5196439.66849,"Traffic"
"408",3712257.66605,4184548.9459,226,"Nicosia",28.274463,2721.24059192,223024.600529,3713596.93421,4186917.80874,"Traffic"
"409",340969.151271,5744322.26272,3353,"Clermont-Ferrand",30.154427,2724.67060629,422420.841767,343572.462258,5745126.37827,"Traffic"
"410",-420962.446799,4548752.79983,3198,"Jaén",18.543878,2730.45769119,110319.927651,-421994.378148,4546224.85266,"Background"
"411",1582190.60181,5231100.46495,4299,"Pescara",16.840296,2730.65900448,402707.437457,1582365.35785,5228375.40368,"Traffic"
"412",-770938.680709,4475432.04231,1395,"Huelva",7.781008,2735.57502223,178169.542243,-773625.933596,4474920.14132,"Industrial"
"413",4418614.90077,5012219.53473,5228,"Trabzon",42.908855,2749.49216804,421041.7654,4421162.67048,5013253.25456,"Background"
"414",2279298.63401,5589613.2733,758,"Belgrade",25.488327,2753.11463098,1416301.71285,2277915.15538,5591993.53107,"Background"
"415",-627811.005746,5006566.3043,2371,"Salamanca",7.705476,2762.13824183,187271.73378,-630489.106238,5007242.45918,"Background"
"416",1073552.81275,5730854.21299,1943,"Bergamo",31.052658,2762.48780972,958533.75705,1076226.81842,5731547.77811,"Background"
"417",-43546.292367,6307540.26769,1680,"Caen",15.022108,2784.25524688,382830.774332,-41502.3526794,6305649.66254,"Background"
"418",-218264.125598,5361112.66817,3716,"Donostia / San Sebastián",29.219079,2788.36826184,395339.036587,-221051.566269,5361040.75107,"Traffic"
"419",1435098.70397,5079111.50774,4094,"Latina",26.079286,2790.12530568,93241.9197571,1436402.14344,5081578.45824,"Traffic"
"420",2305916.79405,6380601.23004,3418,"Nowy Sącz",24.868669,2791.18934041,226866.633438,2303309.52158,6381597.65776,"Background"
"421",1823515.45667,6142988.59851,790,"Vienna",33.381372,2795.73565934,2381082.92866,1820903.27699,6141992.27768,"Traffic"
"422",157439.155829,4709331.67287,4391,"Ibiza",16.735309,2806.92581314,80664.7434645,160076.314391,4708370.30549,"Industrial"
"423",346380.836996,5745233.15865,3353,"Clermont-Ferrand",34.99695,2810.40401341,422420.841767,343572.462258,5745126.37827,"Traffic"
"424",1591621.34417,6160815.4867,361,"Linz",27.229123,2813.95608975,417919.471337,1589961.85331,6158542.9465,"Traffic"
"425",1485729.03478,4597905.26203,4232,"Palermo",24.663325,2822.64795499,954442.567099,1487529.67275,4595731.54531,"Background"
"426",1081524.5128,6865386.50616,3667,"Hanover",41.623228,2823.56364444,1111169.52129,1083964.98543,6866806.57834,"Traffic"
"427",-937376.792854,5368016.18604,1069,"A Coruña",31.102687,2843.47442898,385120.586565,-934616.180674,5368697.63099,"Traffic"
"428",1213908.99084,5564405.83539,2832,"Modena",39.526782,2843.68814336,300393.368864,1216301.36915,5565943.06936,"Traffic"
"429",-220907.344568,5358171.85318,3716,"Donostia / San Sebastián",16.918222,2872.52067047,395339.036587,-221051.566269,5361040.75107,"Background"
"430",950647.300671,6005439.80504,1479,"Zurich",28.484262,2878.68533436,2051343.04265,950818.733098,6002566.22884,"Traffic"
