"","FUAId","CellX","CellY","FUAName","NO2AveSatellite","Dist","Pop2015","CBDX","CBDY","Cmin"
"46",15,2603515.31459,5279926.46507,"Sofia",39.0309982299805,15297.3995499,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"47",15,2610515.31459,5279926.46507,"Sofia",34.5455017089844,19245.6062687,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"48",15,2617515.31459,5279926.46507,"Sofia",32.0517997741699,24592.1997452,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"49",15,2568515.31459,5272926.46507,"Sofia",36.6668014526367,29590.0350251,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"50",15,2575515.31459,5272926.46507,"Sofia",36.6668014526367,22846.2929257,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"51",15,2582515.31459,5272926.46507,"Sofia",49.0195007324219,16319.8047816,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"52",15,2589515.31459,5272926.46507,"Sofia",61.6386985778809,10426.8382441,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"53",15,2596515.31459,5272926.46507,"Sofia",61.689998626709,7007.27360882,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"54",15,2603515.31459,5272926.46507,"Sofia",61.689998626709,9353.33155025,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"55",15,2610515.31459,5272926.46507,"Sofia",49.2671012878418,14962.2103564,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"56",15,2617515.31459,5272926.46507,"Sofia",32.0517997741699,21406.790194,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"57",15,2624515.31459,5272926.46507,"Sofia",29.285400390625,28118.2075188,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"58",15,2631515.31459,5272926.46507,"Sofia",29.285400390625,34943.0468295,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"59",15,2568515.31459,5265926.46507,"Sofia",35.7299995422363,28758.3822718,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"60",15,2575515.31459,5265926.46507,"Sofia",53.3443984985352,21758.3886938,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"61",15,2582515.31459,5265926.46507,"Sofia",53.3443984985352,14758.4012077,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"62",15,2589515.31459,5265926.46507,"Sofia",78.2469024658203,7758.43630307,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"63",15,2596515.31459,5265926.46507,"Sofia",61.689998626709,759.118916145,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"64",15,2603515.31459,5265926.46507,"Sofia",49.2671012878418,6241.72966323,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"65",15,2610515.31459,5265926.46507,"Sofia",49.2671012878418,13241.6810432,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"66",15,2617515.31459,5265926.46507,"Sofia",40.9346008300781,20241.6660507,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"67",15,2624515.31459,5265926.46507,"Sofia",37.3759002685547,27241.6587632,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"68",15,2631515.31459,5265926.46507,"Sofia",37.3759002685547,34241.6544552,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"69",15,2561515.31459,5258926.46507,"Sofia",30.9262008666992,36443.6002795,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"70",15,2568515.31459,5258926.46507,"Sofia",37.0682983398438,29606.0623689,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"71",15,2575515.31459,5258926.46507,"Sofia",43.4654998779297,22867.0473968,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"72",15,2582515.31459,5258926.46507,"Sofia",53.3443984985352,16348.8465743,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"73",15,2589515.31459,5258926.46507,"Sofia",78.2469024658203,10472.23529,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"74",15,2596515.31459,5258926.46507,"Sofia",80.1361999511719,7074.64766818,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"75",15,2603515.31459,5258926.46507,"Sofia",62.1054992675781,9403.91233949,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"76",15,2610515.31459,5258926.46507,"Sofia",62.1054992675781,14993.8819173,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"77",15,2617515.31459,5258926.46507,"Sofia",46.0537986755371,21428.9389053,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"78",15,2624515.31459,5258926.46507,"Sofia",39.3204002380371,28135.073312,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"79",15,2631515.31459,5258926.46507,"Sofia",33.828800201416,34956.6199443,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"80",15,2554515.31459,5251926.46507,"Sofia",29.3253993988037,45002.5271709,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"81",15,2561515.31459,5251926.46507,"Sofia",29.3253993988037,38413.6743807,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"82",15,2568515.31459,5251926.46507,"Sofia",37.0682983398438,31999.8954231,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"83",15,2575515.31459,5251926.46507,"Sofia",43.4654998779297,25891.6247993,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"84",15,2582515.31459,5251926.46507,"Sofia",49.2080001831055,20365.6368034,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"85",15,2589515.31459,5251926.46507,"Sofia",49.2080001831055,16035.650597,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"86",15,2596515.31459,5251926.46507,"Sofia",55.326000213623,14054.3593852,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"87",15,2603515.31459,5251926.46507,"Sofia",50.8777008056641,15359.2950811,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"88",15,2610515.31459,5251926.46507,"Sofia",39.6753005981445,19294.8405811,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"89",15,2617515.31459,5251926.46507,"Sofia",39.6753005981445,24630.7490895,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"90",15,2624515.31459,5251926.46507,"Sofia",39.3204002380371,30644.0325083,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"91",15,2631515.31459,5251926.46507,"Sofia",33.828800201416,37005.9408208,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"92",15,2561515.31459,5244926.46507,"Sofia",29.3253993988037,41485.9585586,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"93",15,2568515.31459,5244926.46507,"Sofia",37.4342002868652,35629.5900227,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"94",15,2575515.31459,5244926.46507,"Sofia",38.2322006225586,30263.023855,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"95",15,2582515.31459,5244926.46507,"Sofia",27.5727005004883,25695.0100313,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"96",15,2589515.31459,5244926.46507,"Sofia",27.5727005004883,22419.1094419,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"97",15,2596515.31459,5244926.46507,"Sofia",27.8910999298096,21047.5508273,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"98",15,2603515.31459,5244926.46507,"Sofia",33.1851005554199,21940.4266934,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"99",15,2610515.31459,5244926.46507,"Sofia",39.6753005981445,24854.883849,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"100",15,2568515.31459,5237926.46507,"Sofia",32.3940010070801,40161.449965,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"101",15,2575515.31459,5237926.46507,"Sofia",34.1096000671387,35486.969312,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"102",15,2582515.31459,5237926.46507,"Sofia",25.3241996765137,31681.3496968,1423934.91426,2597273.6769,5265960.34922,24.6040992736816
"103",29,685515.314593,5846926.46507,"Geneva",30.7205009460449,34362.2997693,543996.661167,684241.947781,5812587.76704,30.7205009460449
"104",29,692515.314593,5846926.46507,"Geneva",37.0051002502441,35321.3077448,543996.661167,684241.947781,5812587.76704,30.7205009460449
"105",29,699515.314593,5846926.46507,"Geneva",37.0051002502441,37582.2021197,543996.661167,684241.947781,5812587.76704,30.7205009460449
"106",29,685515.314593,5839926.46507,"Geneva",37.7691993713379,27368.3370524,543996.661167,684241.947781,5812587.76704,30.7205009460449
"107",29,692515.314593,5839926.46507,"Geneva",37.6603012084961,28563.1407303,543996.661167,684241.947781,5812587.76704,30.7205009460449
"108",29,699515.314593,5839926.46507,"Geneva",37.6603012084961,31315.8129984,543996.661167,684241.947781,5812587.76704,30.7205009460449
"109",29,678515.314593,5832926.46507,"Geneva",39.9037017822266,21129.5282774,543996.661167,684241.947781,5812587.76704,30.7205009460449
"110",29,685515.314593,5832926.46507,"Geneva",41.6727981567383,20378.5205693,543996.661167,684241.947781,5812587.76704,30.7205009460449
"111",29,692515.314593,5832926.46507,"Geneva",41.6727981567383,21957.0315836,543996.661167,684241.947781,5812587.76704,30.7205009460449
"112",29,678515.314593,5825926.46507,"Geneva",39.9037017822266,14516.032268,543996.661167,684241.947781,5812587.76704,30.7205009460449
"113",29,685515.314593,5825926.46507,"Geneva",41.6727981567383,13399.3405873,543996.661167,684241.947781,5812587.76704,30.7205009460449
"114",29,692515.314593,5825926.46507,"Geneva",41.6727981567383,15696.1607899,543996.661167,684241.947781,5812587.76704,30.7205009460449
"115",29,699515.314593,5825926.46507,"Geneva",37.1966018676758,20277.9831075,543996.661167,684241.947781,5812587.76704,30.7205009460449
"116",29,671515.314593,5818926.46507,"Geneva",38.4325981140137,14217.8157611,543996.661167,684241.947781,5812587.76704,30.7205009460449
"117",29,678515.314593,5818926.46507,"Geneva",49.4586982727051,8542.44814941,543996.661167,684241.947781,5812587.76704,30.7205009460449
"118",29,685515.314593,5818926.46507,"Geneva",43.3511009216309,6465.33492972,543996.661167,684241.947781,5812587.76704,30.7205009460449
"119",29,692515.314593,5818926.46507,"Geneva",43.3511009216309,10422.4608957,543996.661167,684241.947781,5812587.76704,30.7205009460449
"120",29,699515.314593,5818926.46507,"Geneva",36.312198638916,16536.4695897,543996.661167,684241.947781,5812587.76704,30.7205009460449
"121",29,664515.314593,5811926.46507,"Geneva",49.5996017456055,19737.7145898,543996.661167,684241.947781,5812587.76704,30.7205009460449
"122",29,671515.314593,5811926.46507,"Geneva",49.5996017456055,12743.8029095,543996.661167,684241.947781,5812587.76704,30.7205009460449
"123",29,678515.314593,5811926.46507,"Geneva",57.6021995544434,5764.68975448,543996.661167,684241.947781,5812587.76704,30.7205009460449
"124",29,685515.314593,5811926.46507,"Geneva",48.7745018005371,1434.84610096,543996.661167,684241.947781,5812587.76704,30.7205009460449
"125",29,692515.314593,5811926.46507,"Geneva",48.7745018005371,8299.754135,543996.661167,684241.947781,5812587.76704,30.7205009460449
"126",29,699515.314593,5811926.46507,"Geneva",39.6697998046875,15287.6765425,543996.661167,684241.947781,5812587.76704,30.7205009460449
"127",29,664515.314593,5804926.46507,"Geneva",49.5996017456055,21162.1266608,543996.661167,684241.947781,5812587.76704,30.7205009460449
"128",29,671515.314593,5804926.46507,"Geneva",49.5996017456055,14854.721141,543996.661167,684241.947781,5812587.76704,30.7205009460449
"129",29,678515.314593,5804926.46507,"Geneva",57.6021995544434,9565.0340065,543996.661167,684241.947781,5812587.76704,30.7205009460449
"130",29,685515.314593,5804926.46507,"Geneva",48.7745018005371,7766.40270096,543996.661167,684241.947781,5812587.76704,30.7205009460449
"131",29,699515.314593,5846926.46507,"Geneva",37.0051002502441,37582.2021197,543996.661167,684241.947781,5812587.76704,30.7205009460449
"132",43,1483515.31459,6434926.46507,"Pilsen",44.4770011901855,32654.7999597,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"133",43,1490515.31459,6434926.46507,"Pilsen",45.391300201416,32181.5173422,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"134",43,1476515.31459,6427926.46507,"Pilsen",44.4770011901855,28175.3970568,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"135",43,1483515.31459,6427926.46507,"Pilsen",44.4770011901855,25790.8335916,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"136",43,1490515.31459,6427926.46507,"Pilsen",45.391300201416,25188.9101667,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"137",43,1497515.31459,6427926.46507,"Pilsen",44.5625991821289,26491.4192415,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"138",43,1469515.31459,6420926.46507,"Pilsen",41.3871994018555,26783.7644518,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"139",43,1476515.31459,6420926.46507,"Pilsen",43.7256011962891,22151.3912937,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"140",43,1483515.31459,6420926.46507,"Pilsen",43.7256011962891,19026.2511885,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"141",43,1490515.31459,6420926.46507,"Pilsen",44.6315994262695,18201.9870434,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"142",43,1497515.31459,6420926.46507,"Pilsen",49.9303016662598,19965.6312289,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"143",43,1469515.31459,6413926.46507,"Pilsen",43.0466995239258,22631.8619461,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"144",43,1476515.31459,6413926.46507,"Pilsen",47.0589981079102,16897.1971992,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"145",43,1483515.31459,6413926.46507,"Pilsen",49.5443992614746,12523.1534059,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"146",43,1490515.31459,6413926.46507,"Pilsen",49.5443992614746,11231.3609713,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"147",43,1497515.31459,6413926.46507,"Pilsen",52.3842010498047,13908.902448,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"148",43,1504515.31459,6413926.46507,"Pilsen",52.3842010498047,18941.2688421,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"149",43,1511515.31459,6413926.46507,"Pilsen",49.6627998352051,24941.6471667,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"150",43,1469515.31459,6406926.46507,"Pilsen",43.0466995239258,20125.4145818,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"151",43,1476515.31459,6406926.46507,"Pilsen",47.0589981079102,13354.6400224,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"152",43,1483515.31459,6406926.46507,"Pilsen",49.5443992614746,7047.02122657,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"153",43,1490515.31459,6406926.46507,"Pilsen",49.5443992614746,4355.98510187,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"154",43,1497515.31459,6406926.46507,"Pilsen",52.3842010498047,9289.17134344,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"155",43,1504515.31459,6406926.46507,"Pilsen",52.3842010498047,15861.9923808,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"156",43,1511515.31459,6406926.46507,"Pilsen",49.6627998352051,22691.7804574,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"157",43,1518515.31459,6406926.46507,"Pilsen",47.8252983093262,29601.1992725,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"158",43,1525515.31459,6406926.46507,"Pilsen",47.8252983093262,36545.1104309,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"159",43,1455515.31459,6399926.46507,"Pilsen",42.331600189209,33811.7620503,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"160",43,1462515.31459,6399926.46507,"Pilsen",48.0349998474121,26843.0503294,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"161",43,1469515.31459,6399926.46507,"Pilsen",48.0349998474121,19896.317474,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"162",43,1476515.31459,6399926.46507,"Pilsen",51.6688995361328,13006.8269408,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"163",43,1483515.31459,6399926.46507,"Pilsen",56.7308006286621,6363.30457449,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"164",43,1490515.31459,6399926.46507,"Pilsen",56.7308006286621,3131.41232477,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"165",43,1497515.31459,6399926.46507,"Pilsen",49.8443984985352,8781.79031791,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"166",43,1504515.31459,6399926.46507,"Pilsen",46.478199005127,15570.2902744,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"167",43,1511515.31459,6399926.46507,"Pilsen",46.478199005127,22488.8425062,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"168",43,1518515.31459,6399926.46507,"Pilsen",43.7042999267578,29445.9188226,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"169",43,1455515.31459,6392926.46507,"Pilsen",41.6455001831055,35100.8032656,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"170",43,1462515.31459,6392926.46507,"Pilsen",45.7748985290527,28449.613142,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"171",43,1469515.31459,6392926.46507,"Pilsen",45.7748985290527,22015.7803852,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"172",43,1476515.31459,6392926.46507,"Pilsen",48.2132987976074,16062.6487233,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"173",43,1483515.31459,6392926.46507,"Pilsen",45.8468017578125,11372.0175012,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"174",43,1490515.31459,6392926.46507,"Pilsen",45.8468017578125,9931.61014578,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"175",43,1497515.31459,6392926.46507,"Pilsen",43.2173004150391,12882.1961687,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"176",43,1504515.31459,6392926.46507,"Pilsen",46.478199005127,18200.6888927,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"177",43,1511515.31459,6392926.46507,"Pilsen",46.478199005127,24383.9942218,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"178",43,1518515.31459,6392926.46507,"Pilsen",43.7042999267578,30917.5237082,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"179",43,1455515.31459,6385926.46507,"Pilsen",41.6455001831055,37668.2562223,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"180",43,1462515.31459,6385926.46507,"Pilsen",45.7748985290527,31562.8202933,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"181",43,1469515.31459,6385926.46507,"Pilsen",45.7748985290527,25913.813361,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"182",43,1476515.31459,6385926.46507,"Pilsen",48.2132987976074,21091.2261604,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"183",43,1483515.31459,6385926.46507,"Pilsen",45.8468017578125,17780.7176173,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"184",43,1490515.31459,6385926.46507,"Pilsen",45.8468017578125,16895.7987982,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"185",43,1497515.31459,6385926.46507,"Pilsen",43.2173004150391,18782.4949106,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"186",43,1504515.31459,6385926.46507,"Pilsen",42.7322998046875,22761.726936,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"187",43,1511515.31459,6385926.46507,"Pilsen",42.7322998046875,27953.7173046,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"188",43,1518515.31459,6385926.46507,"Pilsen",39.5127983093262,33804.2069747,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"189",43,1455515.31459,6378926.46507,"Pilsen",37.9407005310059,41276.2481794,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"190",43,1462515.31459,6378926.46507,"Pilsen",40.1091995239258,35791.6577125,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"191",43,1469515.31459,6378926.46507,"Pilsen",40.1091995239258,30925.0199652,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"192",43,1476515.31459,6378926.46507,"Pilsen",43.2220001220703,27012.4222884,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"193",43,1483515.31459,6378926.46507,"Pilsen",41.6267013549805,24514.9965517,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"194",43,1490515.31459,6378926.46507,"Pilsen",41.6267013549805,23880.9370412,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"195",43,1497515.31459,6378926.46507,"Pilsen",39.8436012268066,25251.0049703,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"196",43,1504515.31459,6378926.46507,"Pilsen",39.0208015441895,28335.972721,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"197",43,1511515.31459,6378926.46507,"Pilsen",39.0208015441895,32653.3527848,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"198",43,1518515.31459,6378926.46507,"Pilsen",36.7537002563477,37783.0060494,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"199",43,1455515.31459,6371926.46507,"Pilsen",35.3754005432129,45678.8769642,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"200",43,1462515.31459,6371926.46507,"Pilsen",36.4786987304688,40790.6104238,311181.289322,1489207.16473,6402771.54628,35.3754005432129
"201",43,1476515.31459,6371926.46507,"Pilsen",38.1534004211426,33354.1915631,311181.289322,1489207.16473,6402771.54628,35.3754005432129
